IDS	rat.gene.name	rat.entrez.ID	rat.uniprot	mouse.gene.name	mouse.entrez.ID	mouse.uniprot	human.gene.name	human.entez.ID	human.uniprot	% Cov	Peptide (95%)
P13693	Tpt1	116646	P63029	Tpt1	22070	P63028	TPT1	7178	P13693	29.7	3
Q14103	Hnrpd	79256	Q9JJ54	Hnrnpd	11991	Q60668	HNRNPD	3184	Q14103	18	3
Q9NP79	Vta1	292640	A0A096MKH2	Vta1	66201	Q9CR26	VTA1	51534	Q9NP79	10.8	3
O76054	Sec14l2	116486	Q5EBD0	Sec14l2	67815	Q99J08	SEC14L2	23541	O76054	17.1	3
O14548	Cox7a2l	298762	B2RYT5	Cox7a2l	20463	Q61387	COX7A2L	9167	O14548	52.6	3
Q9Y2X7	Git1	83709	Q9Z272	Git1	216963	Q68FF6	GIT1	28964	Q9Y2X7	15.5	4
Q96B97	Sh3kbp1	84357	Q925Q9	Sh3kbp1	58194	Q8R550	SH3KBP1	30011	Q96B97	9.8	3
Q9Y2S2	Cryl1	290277	Q811X6	Cryl1	68631	Q99KP3	CRYL1	51084	Q9Y2S2	24.1	3
P84095	Rhog	308875	Q32PX6	Rhog	56212	P84096	RHOG	391	P84095	36.7	3
Q05084	Ica1	81024	Q6AZ05	Ica1	15893	P97411	ICA1	3382	Q05084	14.3	3
O95248	Sbf1	300147	M0RAP5	Sbf1	77980	Q6ZPE2	SBF1	6305	O95248	10.9	3
P63092	Gnas	24896	P63095	Gnas	14683	Q6R0H6	GNAS	2778	P63092	30.5	5
P16403	NA	NA	NA	Hist1h1c	50708	P15864	HIST1H1C	3006	P16403	39	3
P50402	Emd	25437	Q63190	Emd	13726	O08579	EMD	2010	P50402	15.4	3
Q8TF74	Wipf2	360620	D3ZUD3	Wipf2	68524	Q6PEV3	WIPF2	147179	Q8TF74	18.2	3
Q9UHL4	Dpp7	83799	Q9EPB1	Dpp7	83768	Q9ET22	DPP7	29952	Q9UHL4	17.7	3
Q96KP1	Exoc2	171455	O54921	Exoc2	66482	Q9D4H1	EXOC2	55770	Q96KP1	10	3
Q96QV6	Hist1h2aa	24828	Q00728	NA	NA	NA	HIST1H2AA	221613	Q96QV6	35.9	3
Q15293	Rcn1	362182	D3ZUB0	Rcn1	19672	Q05186	RCN1	5954	Q15293	18.7	3
Q99685	Mgll	29254	Q8R431	Mgll	23945	O35678	MGLL	11343	Q99685	13.2	3
Q9NX40	Ociad1	289590	Q5XIG4	Ociad1	68095	Q9CRD0	OCIAD1	54940	Q9NX40	21.6	3
Q92882	Ostf1	259275	Q6P686	Ostf1	20409	Q62422	OSTF1	26578	Q92882	31.8	3
P09960	Lta4h	299732	Q499P2	Lta4h	16993	P24527	LTA4H	4048	P09960	9.5	4
Q96Q05	Trappc9	315059	NA	Trappc9	76510	Q3U0M1	TRAPPC9	83696	Q96Q05	7.1	3
Q96RR4	Camkk2	83506	O88831	Camkk2	207565	Q8C078	CAMKK2	10645	Q96RR4	14	5
Q96RQ3	Mccc1	294972	Q5I0C3	Mccc1	72039	Q99MR8	MCCC1	56922	Q96RQ3	21.2	3
P60866	Rps20	122772	P60868	Rps20	67427	P60867	RPS20	6224	P60866	25.2	3
P13746	NA	NA	NA	NA	NA	NA	HLA-A	3105	P13746	24.4	4
P42025	Actr1b	316333	B2RYJ7	Actr1b	226977	Q8R5C5	ACTR1B	10120	P42025	39.1	10
Q9GZZ9	Uba5	300968	Q5M7A4	Uba5	66663	Q8VE47	UBA5	79876	Q9GZZ9	14.6	3
Q9NUJ3	Tcp11l1	499846	NA	Tcp11l1	320554	Q8BTG3	TCP11L1	55346	Q9NUJ3	10.6	3
Q86UW8	Hapln4	361129	D3Z9H2	Hapln4	330790	Q80WM4	HAPLN4	404037	Q86UW8	20.9	4
P36405	Arl3	64664	P37996	Arl3	56350	Q9WUL7	ARL3	403	P36405	43.4	3
P62249	Rps16	140655	P62250	Rps16	20055	P14131	RPS16	6217	P62249	22.6	3
Q04446	Gbe1	288333	Q5EB55	Gbe1	74185	Q9D6Y9	GBE1	2632	Q04446	11.5	3
Q15843	Nedd8	25490	Q71UE8	Nedd8	18002	P29595	NEDD8	4738	Q15843	44.4	3
Q08752	Ppid	361967	Q6DGG0	Ppid	67738	Q9CR16	PPID	5481	Q08752	10.5	3
Q6IPX3	NA	NA	NA	NA	NA	NA	TCEAL6	158931	Q6IPX3	51.5	5
Q9NUQ9	Fam49b	299909	B2GUZ9	Fam49b	223601	Q921M7	FAM49B	51571	Q9NUQ9	30.3	5
Q9Y697	LOC100911034	100911034	NA	Nfs1	18041	Q9Z1J3	NFS1	9054	Q9Y697	22.8	4
O94830	Ddhd2	680971	D3ZJ91	Ddhd2	72108	Q80Y98	DDHD2	23259	O94830	9.4	3
Q86TX2	Acot3	314304	NA	NA	NA	NA	ACOT1	641371	Q86TX2	12.8	3
Q14123	Pde1c	81742	Q63421	Pde1c	18575	Q64338	PDE1C	5137	Q14123	13.4	3
Q13613	Mtmr1	317296	A0A0G2JUZ0	Mtmr1	53332	Q9Z2C4	MTMR1	8776	Q13613	6.9	3
P10599	Txn1	116484	P11232	Txn1	22166	P10639	TXN	7295	P10599	39.1	6
Q86VP3	Pacs2	691631	NA	Pacs2	217893	Q3V3Q7	PACS2	23241	Q86VP3	9	4
Q9H9A6	Lrrc40	310946	G3V7I7	Lrrc40	67144	Q9CRC8	LRRC40	55631	Q9H9A6	13.6	3
P52824	Dgkq	100361138	D3ZEY4	Dgkq	110524	Q6P5E8	DGKQ	1609	P52824	8.3	3
Q13617	Cul2	361258	D4A0H4	Cul2	71745	Q9D4H8	CUL2	8453	Q13617	11	4
O43852	Calu	64366	Q3MID6	Calu	12321	O35887	CALU	813	O43852	22.5	3
P20916	Mag	29409	P07722	Mag	17136	P20917	MAG	4099	P20916	7.5	2
O75663	Tiprl	360869	A2VCX1	Tiprl	226591	Q8BH58	TIPRL	261726	O75663	16.2	3
P14174	Mif	81683	P30904	Mif	17319	P34884	MIF	4282	P14174	18.3	4
P43490	Nampt	297508	Q80Z29	Nampt	59027	Q99KQ4	NAMPT	10135	P43490	19.6	3
Q9Y6E0	Stk24	361092	B0LT89	Stk24	223255	Q99KH8	STK24	8428	Q9Y6E0	16.7	3
P40121	Capg	297339	Q6AYC4	Capg	12332	Q3TNN6	CAPG	822	P40121	22.7	3
P04040	Cat	24248	P04762	Cat	12359	P24270	CAT	847	P04040	17.7	4
Q12904	Aimp1	114632	Q4G079	Aimp1	13722	Q3UZG4	AIMP1	9255	Q12904	29.5	3
Q9BZF1	NA	NA	NA	Osbpl8	237542	B9EJ86	OSBPL8	114882	Q9BZF1	7.5	2
Q15181	Ppa1	294504	F7EPH4	Ppa1	67895	Q9D819	PPA1	5464	Q15181	12.1	3
P28066	Psma5	29672	Q6P9V6	Psma5	26442	Q9Z2U1	PSMA5	5686	P28066	19.5	2
Q9H3Z4	Dnajc5	79130	P60905	Dnajc5	13002	P60904	DNAJC5	80331	Q9H3Z4	29.3	5
Q9BXF6	Rab11fip5	312502	NA	Rab11fip5	52055	Q8R361	RAB11FIP5	26056	Q9BXF6	14.6	2
P15311	Ezr	54319	P31977	Ezr	22350	P26040	EZR	7430	P15311	26.8	7
Q9P2U7	Slc17a7	116638	Q62634	Slc17a7	72961	Q3TXX4	SLC17A7	57030	Q9P2U7	12.9	2
O95057	Diras1	366826	D4A304	Diras1	208666	Q91Z61	DIRAS1	148252	O95057	26.8	4
Q9NUU7	Ddx19a	292022	Q68FX3	Ddx19a	13680	Q61655	DDX19A	55308	Q9NUU7	11.1	2
O75880	Sco1	497930	G3V985	Sco1	52892	Q5SUC9	SCO1	6341	O75880	14.6	2
Q8IYI6	Exoc8	245709	O54924	Exoc8	102058	Q6PGF7	EXOC8	149371	Q8IYI6	14.8	2
P23526	Ahcy	29443	P10760	Ahcy	269378	P50247	AHCY	191	P23526	13.2	3
Q13884	Sntb1	299940	D3ZWC6	Sntb1	20649	Q99L88	SNTB1	6641	Q13884	16.5	2
Q9UJD0	Rims3	65025	Q9JIR3	Rims3	242662	Q80U57	RIMS3	9783	Q9UJD0	27.6	3
P53992	Sec24c	685144	B5DEG8	Sec24c	218811	G3X972	SEC24C	9632	P53992	5.5	2
P01303	Npy	24604	P07808	Npy	109648	P57774	NPY	4852	P01303	41.2	2
Q66LE6	Ppp2r2d	246255	P56932	Ppp2r2d	52432	Q925E7	PPP2R2D	55844	Q66LE6	NA	NA
Q9Y4W6	Afg3l2	307350	F1LN92	Afg3l2	69597	Q8JZQ2	AFG3L2	10939	Q9Y4W6	13.7	3
Q13362	Ppp2r5c	691318	A0A0G2JZD1	Ppp2r5c	26931	Q60996	PPP2R5C	5527	Q13362	21.2	2
Q08AD1	Camsap2	289400	D4AEC2	Camsap2	67886	Q8C1B1	CAMSAP2	23271	Q08AD1	7.9	2
Q9H3S7	Ptpn23	117552	F1M951	Ptpn23	104831	Q6PB44	PTPN23	25930	Q9H3S7	7.7	2
Q9H269	Vps16	296159	Q642A9	Vps16	80743	G3X8X7	VPS16	64601	Q9H269	11.7	2
P61328	Fgf12	170630	P61150	Fgf12	14167	P61329	FGF12	2257	P61328	24.7	2
Q96BJ3	Aida	682999	B1WBV1	Aida	108909	Q8C4Q6	AIDA	64853	Q96BJ3	25.5	2
Q08AE8	Spire1	307348	D3ZEX7	Spire1	68166	D3YTL8	SPIRE1	56907	Q08AE8	10.9	2
P23396	Rps3	140654	P62909	Rps3	27050	P62908	RPS3	6188	P23396	29.2	2
Q92890	Ufd1l	84478	Q9ES53	Ufd1l	22230	P70362	UFD1L	7353	Q92890	19.9	2
Q8TEA8	Dtd1	362227	B0K014	Dtd1	66044	Q9DD18	DTD1	92675	Q8TEA8	46.9	2
P78318	Igbp1	58845	O08836	Igbp1	18518	Q61249	IGBP1	3476	P78318	19.5	2
Q16778	NA	NA	NA	Hist2h2be	319190	Q64524	HIST2H2BE	8349	Q16778	34.1	2
A1L0T0	Ilvbl	362843	D4ACG2	Ilvbl	216136	Q8BU33	ILVBL	10994	A1L0T0	9.7	2
Q8NBF6	Avl9	312371	D3ZVU6	Avl9	78937	Q80U56	AVL9	23080	Q8NBF6	4.3	2
P56134	Atp5j2	690441	D3ZAF6	Atp5j2	57423	P56135	ATP5J2	9551	P56134	34	2
Q9BVA1	Tubb2b	291081	Q3KRE8	NA	NA	NA	TUBB2B	347733	Q9BVA1	75.1	139
P68371	Tubb4b	296554	Q6P9T8	Tubb4b	227613	P68372	TUBB4B	10383	P68371	76.2	142
Q96E17	Rab3c	171058	P62824	Rab3c	67295	P62823	RAB3C	115827	Q96E17	38.3	9
P60842	Eif4a1	287436	Q6P3V8	Eif4a1	13681	P60843	EIF4A1	1973	P60842	35.2	8
P61225	Rap2b	170923	P61227	Rap2b	74012	P61226	RAP2B	5912	P61225	25.1	4
P11274	Bcr	309696	NA	Bcr	110279	Q6PAJ1	BCR	613	P11274	11.8	3
Q6ZWB6	Kctd8	364148	A6Y7S3	Kctd8	243043	Q50H33	KCTD8	386617	Q6ZWB6	17.3	3
P49840	Gsk3a	50686	P18265	Gsk3a	606496	Q2NL51	GSK3A	2931	P49840	16.6	3
P15121	Akr1b1	24192	P07943	Akr1b3	11677	P45376	AKR1B1	231	P15121	12.3	3
P19784	Csnk2a2	307641	B4F7A9	Csnk2a2	13000	O54833	CSNK2A2	1459	P19784	15.1	3
Q9UPR0	Plcl2	301173	F1M324	Plcl2	224860	Q8K394	PLCL2	23228	Q9UPR0	5.4	3
P62834	Rap1a	295347	P62836	Rap1a	109905	P62835	RAP1A	5906	P62834	20.1	3
O43815	Strn	29149	P70483	Strn	268980	O55106	STRN	6801	O43815	8.7	3
P33402	Gucy1a2	66012	Q9WVI4	Gucy1a2	234889	F8VQK3	GUCY1A2	2977	P33402	16	3
Q9Y2I1	Nisch	306255	NA	Nisch	64652	Q80TM9	NISCH	11188	Q9Y2I1	5.4	2
Q9UH62	Armcx3	367902	Q5XID7	Armcx3	71703	Q8BHS6	ARMCX3	51566	Q9UH62	19.8	2
Q9H1K0	Rbsn	312562	D3ZL11	Rbsn	78287	Q80Y56	RBSN	64145	Q9H1K0	10.6	2
Q05469	Lipe	25330	P15304	Lipe	16890	P54310	LIPE	3991	Q05469	10.4	2
Q9P265	Dip2b	300231	NA	Dip2b	239667	Q3UH60	DIP2B	57609	Q9P265	4.8	2
Q8NFV4	Abhd11	360831	D3ZXK4	Abhd11	68758	Q8K4F5	ABHD11	83451	Q8NFV4	29.2	2
Q9H479	Fn3k	498034	D3ZZU8	Fn3k	63828	Q9ER35	FN3K	64122	Q9H479	32.4	2
Q8IYB4	Pex5l	286937	Q925N3	Pex5l	58869	Q8C437	PEX5L	51555	Q8IYB4	10.1	2
Q6PI48	Dars2	304919	Q3KRD0	Dars2	226539	Q8BIP0	DARS2	55157	Q6PI48	11	2
P29120	Pcsk1	25204	P28840	Pcsk1	18548	P63239	PCSK1	5122	P29120	13.3	2
Q9Y5K5	Uchl5	360853	Q5HZY3	Uchl5	56207	Q9WUP7	UCHL5	51377	Q9Y5K5	16.4	2
Q9BVA0	Katnb1	291852	Q4VFZ4	Katnb1	74187	Q8BG40	KATNB1	10300	Q9BVA0	13.9	2
Q99614	Ttc1	287208	Q66H09	Ttc1	66827	Q91Z38	TTC1	7265	Q99614	20.9	2
Q684P5	Rap1gap2	303298	D3ZPI4	Rap1gap2	380711	Q5SVL6	RAP1GAP2	23108	Q684P5	10	2
Q5T8D3	Acbd5	307170	A0FKI7	Acbd5	74159	Q5XG73	ACBD5	91452	Q5T8D3	12.2	2
Q16186	Adrm1	65138	Q9JMB5	Adrm1	56436	Q9JKV1	ADRM1	11047	Q16186	16.2	2
Q08380	Lgals3bp	245955	O70513	Lgals3bp	19039	Q07797	LGALS3BP	3959	Q08380	10.4	2
Q00796	Sord	24788	P27867	Sord	20322	Q64442	SORD	6652	Q00796	21.9	2
P53004	Blvra	116599	P46844	Blvra	109778	Q9CY64	BLVRA	644	P53004	19.3	2
P30520	Adss	289276	D4AEP0	Adss	11566	P46664	ADSS	159	P30520	11.6	3
O95140	Mfn2	64476	Q6IRL2	Mfn2	170731	Q80U63	MFN2	9927	O95140	8.1	2
O75044	Srgap2	360840	D4A208	Srgap2	14270	Q91Z67	SRGAP2	23380	O75044	5.2	2
O14744	Prmt5	364382	D4A0E8	Prmt5	27374	Q8CIG8	PRMT5	10419	O14744	8.8	2
O00562	Pitpnm1	361694	Q5U2N3	Pitpnm1	18739	O35954	PITPNM1	9600	O00562	6.3	2
Q9UF11	Plekhb1	64471	Q9WU68	Plekhb1	27276	Q9QYE9	PLEKHB1	58473	Q9UF11	19.8	2
Q9P0J1	Pdp1	54705	A0A0G2QC17	Pdp1	381511	Q3UV70	PDP1	54704	Q9P0J1	7.4	2
Q9H1V8	Slc6a17	613226	P31662	Slc6a17	229706	Q8BJI1	SLC6A17	388662	Q9H1V8	7.6	2
Q9BPX5	Arpc5l	296710	A1L108	Arpc5l	74192	Q9D898	ARPC5L	81873	Q9BPX5	34.6	2
Q96PE5	Opalin	361757	Q56A26	Opalin	226115	Q7M750	OPALIN	93377	Q96PE5	25.5	2
Q8NFZ8	Cadm4	365216	Q1WIM1	Cadm4	260299	Q8R464	CADM4	199731	Q8NFZ8	13.4	2
Q8NBN7	Rdh13	361504	NA	Rdh13	108841	Q8CEE7	RDH13	112724	Q8NBN7	12.7	2
Q15126	Pmvk	310645	Q5RK24	Pmvk	68603	Q9D1G2	PMVK	10654	Q15126	29.2	2
Q14677	Clint1	360515	Q6DGF2	Clint1	216705	Q3UPG6	CLINT1	9685	Q14677	11.2	2
Q13131	Prkaa1	65248	P54645	Prkaa1	105787	Q5EG47	PRKAA1	5562	Q13131	10.9	2
Q9H2H8	Ppil3	301432	Q812D3	Ppil3	70225	Q9D6L8	PPIL3	53938	Q9H2H8	20.5	2
Q9H0W9	RGD1309534	363016	Q5U2Q3	4931406C07Rik	70984	Q91V76	C11orf54	28970	Q9H0W9	5.7	2
Q99767	Apba2	83610	O35431	Apba2	11784	P98084	APBA2	321	Q99767	3.6	2
Q96IX5	Usmg5	171069	Q9JJW3	Usmg5	66477	Q78IK2	USMG5	84833	Q96IX5	44.8	2
Q96GK7	NA	NA	NA	NA	NA	NA	FAHD2A	51011	Q96GK7	10.2	2
Q96DZ1	Erlec1	289874	D3ZF97	Erlec1	66753	Q8VEH8	ERLEC1	27248	Q96DZ1	6.8	2
Q8WUH6	Tmem263	362857	B2RZ08	Tmem263	103266	Q9DAM7	TMEM263	90488	Q8WUH6	35.3	2
Q8TBF2	Fam213b	362676	D3ZVR7	Fam213b	66469	Q9DB60	FAM213B	127281	Q8TBF2	13.6	2
Q6UUV9	Crtc1	684527	Q157S1	Crtc1	382056	Q68ED7	CRTC1	23373	Q6UUV9	5	2
Q6FI81	Ciapin1	307649	Q5XID1	Ciapin1	109006	Q8WTY4	CIAPIN1	57019	Q6FI81	9.9	2
Q16718	Ndufa5	25488	Q63362	Ndufa5	68202	Q9CPP6	NDUFA5	4698	Q16718	22.4	2
Q15185	Ptges3	362809	P83868	Ptges3	56351	Q9R0Q7	PTGES3	10728	Q15185	20	4
Q15165	Pon2	296851	Q6AXM8	Pon2	330260	Q62086	PON2	5445	Q15165	7.1	2
Q14353	Gamt	25257	G3V960	Gamt	14431	O35969	GAMT	2593	Q14353	13.1	2
Q13126	Mtap	298227	Q7TP15	Mtap	66902	Q9CQ65	MTAP	4507	Q13126	9.9	2
Q10713	Pmpca	296588	Q68FX8	Pmpca	66865	Q9DC61	PMPCA	23203	Q10713	4.4	2
P61956	Sumo2	690244	P61959	Sumo2	170930	P61957	SUMO2	6613	P61956	33.7	2
P58549	Fxyd7	63848	P59649	Fxyd7	57780	P59648	FXYD7	53822	P58549	20	2
P58546	Mtpn	79215	P62775	Mtpn	14489	P62774	MTPN	136319	P58546	30.5	2
P52758	Hrsp12	65151	P52759	Hrsp12	15473	P52760	HRSP12	10247	P52758	19	2
P42677	Rps27	94266	Q71TY3	Rps27	57294	Q6ZWU9	RPS27	6232	P42677	31	2
P30049	Atp5d	245965	P35434	Atp5d	66043	Q9D3D9	ATP5D	513	P30049	13.7	2
P27144	Ak4	29223	Q9WUS0	Ak4	11639	Q9WUR9	AK4	205	P27144	9.9	2
P26885	Fkbp2	293702	D3ZZR9	Fkbp2	14227	P45878	FKBP2	2286	P26885	9.2	2
P14854	Cox6b1	688869	D3ZD09	Cox6b1	110323	P56391	COX6B1	1340	P14854	30.2	3
P05387	NA	NA	NA	Rplp2	67186	P99027	RPLP2	6181	P05387	27	2
P03915	Mt-nd5	26202	P11661	NA	NA	NA	ND5	4540	P03915	6.1	2
P01834	NA	NA	NA	NA	NA	NA	IGKC	3514	P01834	35.9	2
O43761	Syngr3	302975	D4ABK1	Syngr3	20974	Q8R191	SYNGR3	9143	O43761	9.6	2
O43759	Syngr1	29205	Q62876	Syngr1	20972	O55100	SYNGR1	9145	O43759	10.3	2
O00560	Sdcbp	83841	Q9JI92	Sdcbp	53378	O08992	SDCBP	6386	O00560	7	2
O00217	Ndufs8	293652	B0BNE6	Ndufs8	225887	Q8K3J1	NDUFS8	4728	O00217	10	3
O43390	Hnrnpr	319110	Q566E4	Hnrnpr	74326	F7B5B5	HNRNPR	10236	O43390	14.4	2
Q8NDA8	Mroh1	100125385	Q566Q7	Mroh1	223658	D3Z624	MROH1	727957	Q8NDA8	5.7	4
Q96HE7	Ero1l	171562	Q8R4A1	Ero1l	50527	Q8R180	ERO1A	30001	Q96HE7	12.8	2
Q8TAC9	Scamp5	65171	Q9JKE3	Scamp5	56807	Q9JKD3	SCAMP5	192683	Q8TAC9	12.8	2
Q99726	Slc30a3	366568	Q6QIX3	Slc30a3	22784	P97441	SLC30A3	7781	Q99726	14.2	2
P47224	Rabif	304807	NA	Rabif	98710	Q91X96	RABIF	5877	P47224	32.5	2
Q13557	Camk2d	24246	P15791	Camk2d	108058	Q6PHZ2	CAMK2D	817	Q13557	27.1	17
Q9NZ56	Fmn2	100360457	NA	Fmn2	54418	Q9JL04	FMN2	56776	Q9NZ56	5.6	2
Q96ID5	Igsf21	298591	NA	Igsf21	230868	Q7TNR6	IGSF21	84966	Q96ID5	6.4	2
P18433	Ptpra	25167	Q66HJ7	Ptpra	19262	P18052	PTPRA	5786	P18433	5.5	2
O60488	Acsl4	113976	O35547	Acsl4	50790	Q9QUJ7	ACSL4	2182	O60488	9.6	2
Q9UI40	Slc24a2	84550	O54701	Slc24a2	76376	Q14AY1	SLC24A2	25769	Q9UI40	7.3	2
P30405	Ppif	282819	P29117	Ppif	105675	Q99KR7	PPIF	10105	P30405	33.8	2
P01009	Serpina1	24648	P17475	NA	NA	NA	SERPINA1	5265	P01009	22.5	2
O00483	Ndufa4	681024	B2RZD6	Ndufa4	17992	Q62425	NDUFA4	4697	O00483	46.9	4
Q16890	Tpd52l1	689256	Q499Q2	Tpd52l1	21987	O54818	TPD52L1	7164	Q16890	16.2	2
O75396	Sec22b	310710	Q4KM74	Sec22b	20333	O08547	SEC22B	9554	O75396	17.7	2
O95139	Ndufb6	297990	D3ZZ21	Ndufb6	230075	Q3UIU2	NDUFB6	4712	O95139	37.5	3
Q9BR01	Sult4a1	58953	P63047	Sult4a1	29859	P63046	SULT4A1	25830	Q9BR01	23.2	2
P07686	Hexb	294673	Q6AXR4	Hexb	15212	P20060	HEXB	3074	P07686	19.6	3
O14974	Ppp1r12a	116670	Q10728	Ppp1r12a	17931	Q9DBR7	PPP1R12A	4659	O14974	9.7	3
Q8IVF2	Ahnak2	314478	NA	Ahnak2	100041194	NA	AHNAK2	113146	Q8IVF2	12.5	3
P14927	Uqcrb	362897	B2RYS2	Uqcrb	67530	Q9CQB4	UQCRB	7381	P14927	25.2	3
O95372	Lypla2	83510	Q9QYL8	Lypla2	26394	Q9WTL7	LYPLA2	11313	O95372	15.2	2
P54687	Bcat1	29592	P54690	Bcat1	12035	P24288	BCAT1	586	P54687	3.4	2
O15085	Arhgef11	78966	Q9ES67	Arhgef11	213498	Q68FM7	ARHGEF11	9826	O15085	15.9	3
P15559	Nqo1	24314	P05982	Nqo1	18104	Q64669	NQO1	1728	P15559	13.5	2
Q8N6N2	Ttc9b	361528	D3ZTK0	Ttc9b	73032	Q9D6E4	TTC9B	148014	Q8N6N2	15.9	2
O75410	Tacc1	306562	D4A927	Tacc1	320165	Q6Y685	TACC1	6867	O75410	9.8	2
P19105	Myl12a	501203	P13832	NA	NA	NA	MYL12A	10627	P19105	18.7	2
O95394	Pgm3	363109	D3ZFX4	Pgm3	109785	Q9CYR6	PGM3	5238	O95394	18.5	2
Q96DB2	Hdac11	297453	B2GUW3	Hdac11	232232	Q91WA3	HDAC11	79885	Q96DB2	11.2	2
Q9H444	Chmp4b	100359642	NA	Chmp4b	75608	Q9D8B3	CHMP4B	128866	Q9H444	15.2	2
O75340	Pdcd6	308061	G3V7W1	Pdcd6	18570	P12815	PDCD6	10016	O75340	16.8	2
O60645	Exoc3	252881	Q62825	Exoc3	211446	Q6KAR6	EXOC3	11336	O60645	14.2	3
P48556	Psmd8	292766	F1LMQ3	Psmd8	57296	Q9CX56	PSMD8	5714	P48556	14	3
Q9Y5K8	Atp6v1d	299159	Q6P503	Atp6v1d	73834	P57746	ATP6V1D	51382	Q9Y5K8	14.2	2
Q92530	Psmf1	689852	Q5XIU5	Psmf1	228769	Q8BHL8	PSMF1	9491	Q92530	15.9	2
Q12851	Map4k2	293694	D3ZXB1	Map4k2	26412	Q61161	MAP4K2	5871	Q12851	3.9	2
Q9P2E9	Rrbp1	311483	F1M853	Rrbp1	81910	Q99PL5	RRBP1	6238	Q9P2E9	21.7	3
Q9UID3	Vps51	100361915	NA	Vps51	68505	Q3UVL4	VPS51	738	Q9UID3	9.7	3
Q86SX6	Glrx5	362776	D4ADD7	Glrx5	73046	Q80Y14	GLRX5	51218	Q86SX6	21	2
Q9Y6R0	Numbl	292732	A1L1I3	Numbl	18223	O08919	NUMBL	9253	Q9Y6R0	5.9	2
Q86VQ1	Glcci1	296884	B2RYK0	Glcci1	170772	Q8K3I9	GLCCI1	113263	Q86VQ1	11.2	2
Q9Y4F1	Farp1	306183	F1LYQ8	Farp1	223254	F8VPU2	FARP1	10160	Q9Y4F1	3.8	2
Q9BV20	Mri1	288912	Q5HZE4	Mri1	67873	Q9CQT1	MRI1	84245	Q9BV20	10	2
Q7Z3U7	Mon2	314894	NA	Mon2	67074	Q80TL7	MON2	23041	Q7Z3U7	4	2
Q969L2	Mal2	362911	Q7TPB7	Mal2	105853	Q8BI08	MAL2	114569	Q969L2	18.2	2
Q9C0D0	Phactr1	306844	P62024	Phactr1	218194	Q2M3X8	PHACTR1	221692	Q9C0D0	9.1	2
Q9NV96	Tmem30a	300857	Q6AY41	Tmem30a	69981	Q8VEK0	TMEM30A	55754	Q9NV96	11.6	3
Q9NP72	Rab18	307039	Q5EB77	Rab18	19330	P35293	RAB18	22931	Q9NP72	22.3	3
Q9UBI1	Commd3	291339	Q6P9U3	Commd3	12238	Q63829	COMMD3	23412	Q9UBI1	24.6	3
P62993	Grb2	81504	P62994	Grb2	14784	Q60631	GRB2	2885	P62993	16.6	2
P61421	Atp6v0d1	291969	Q5M7T6	Atp6v0d1	11972	P51863	ATP6V0D1	9114	P61421	11.1	2
A6NL28	NA	NA	NA	NA	NA	NA	NA	NA	A6NL28	19.7	2
Q8IVF5	Tiam2	100362710	D3ZMS5	Tiam2	24001	Q6ZPF3	TIAM2	26230	Q8IVF5	9.8	3
Q9HAT2	Siae	363045	NA	Siae	22619	P70665	SIAE	54414	Q9HAT2	5	2
Q9NZJ7	Mtch1	294313	B0BN30	Mtch1	56462	Q791T5	MTCH1	23787	Q9NZJ7	11.1	3
Q9UNA1	Arhgap26	307459	D3ZMS4	Arhgap26	71302	Q6ZQ82	ARHGAP26	23092	Q9UNA1	9.5	2
Q3YEC7	Rabl6	362084	D3ZKQ4	Rabl6	227624	Q5U3K5	RABL6	55684	Q3YEC7	4.4	2
P49755	Tmed10	84599	Q63584	Tmed10	68581	Q9D1D4	TMED10	10972	P49755	21.5	2
Q03001	Dst	316313	NA	Dst	13518	E9PXE5	DST	667	Q03001	6	5
P20340	Rab6a	84379	Q9WVB1	Rab6a	19346	P35279	RAB6A	5870	P20340	27.9	3
Q53HC9	Tssc1	362721	Q5PPK9	Tssc1	380752	Q8K0G5	TSSC1	7260	Q53HC9	20.2	3
Q9NQ48	Lztfl1	316102	Q562C6	Lztfl1	93730	Q9JHQ5	LZTFL1	54585	Q9NQ48	21.1	2
Q9NNW7	Txnrd2	50551	Q9Z0J5	Txnrd2	26462	Q9JLT4	TXNRD2	10587	Q9NNW7	9	2
O96008	Tomm40	308416	Q75Q40	Tomm40	53333	Q9QYA2	TOMM40	10452	O96008	10	2
O14733	Map2k7	363855	Q4KSH7	Map2k7	26400	Q8CE90	MAP2K7	5609	O14733	20.8	2
P28676	Gca	295647	D3ZYI0	Gca	227960	Q8VC88	GCA	25801	P28676	15.7	2
Q9Y5X1	Snx9	683687	B0BNM3	Snx9	66616	Q91VH2	SNX9	51429	Q9Y5X1	7.9	2
O14562	Ubfd1	293454	Q3MIF1	Ubfd1	28018	Q78JW9	UBFD1	56061	O14562	15.5	2
P28070	Psmb4	58854	NA	Psmb4	19172	P99026	PSMB4	5692	P28070	9.1	2
O43772	Slc25a20	117035	Q66HP8	Slc25a20	57279	Q9Z2Z6	SLC25A20	788	O43772	9	2
Q9H270	Vps11	315600	D3ZTB4	Vps11	71732	Q91W86	VPS11	55823	Q9H270	9.7	2
Q6ZVL6	LOC100362814	100362814	NA	D430041D05Rik	241589	D3YZ21	KIAA1549L	25758	Q6ZVL6	4.9	2
