N: 1243
annotation 1	n1	annotation 2	n2	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	BC	p-value(ALT)	p.adjusted(ALT)	BC
community_5	3	synaptic_vesicle_priming	10	0	0.0241352	0	[0.00,0.00]	1	1		1	1	
community_5	3	calcium-mediated_signaling	30	0	0.0724055	0	[0.00,0.00]	1	1		1	1	
community_5	3	cAMP-mediated_signaling	9	0	0.0217216	0	[0.00,0.00]	1	1		1	1	
community_5	3	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0168946	0	[0.00,0.00]	1	1		1	1	
community_5	3	TOR_signaling	10	0	0.0241352	0	[0.00,0.00]	1	1		1	1	
community_5	3	myelin_assembly	5	0	0.0120676	0	[0.00,0.00]	1	1		1	1	
community_5	3	ionotropic_glutamate_receptor_signaling_...	6	0	0.0144811	0	[0.00,0.00]	1	1		1	1	
community_5	3	dopamine_metabolic_process	7	0	0.0168946	0	[0.00,0.00]	1	1		1	1	
community_5	3	myelination	23	0	0.0555109	0	[0.00,0.00]	1	1		1	1	
community_5	3	protein_kinase_B_signaling	20	0	0.0482703	0	[0.00,0.00]	1	1		1	1	
community_5	3	cAMP_metabolic_process	14	0	0.0337892	0	[0.00,0.00]	1	1		1	1	
community_5	3	synaptic_vesicle_endocytosis	14	0	0.0337892	0	[0.00,0.00]	1	1		1	1	
community_5	3	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.00965406	0	[0.00,0.00]	1	1		1	1	
community_5	3	axon_extension_involved_in_axon_guidance	1	0	0.00241352	0	[0.00,0.00]	1	1		1	1	
community_5	3	modulation_of_chemical_synaptic_transmis...	75	0	0.181014	0	[0.00,0.00]	1	1		1	1	
community_5	3	regulation_of_synapse_organization	17	0	0.0410298	0	[0.00,0.00]	1	1		1	1	
community_5	3	synapse_organization	42	0	0.101368	0	[0.00,0.00]	1	1		1	1	
community_5	3	T_cell_receptor_signaling_pathway	37	0	0.0893001	0	[0.00,0.00]	1	1		1	1	
community_5	3	B_cell_receptor_signaling_pathway	4	0	0.00965406	0	[0.00,0.00]	1	1		1	1	
community_5	3	stress-activated_MAPK_cascade	37	0	0.0893001	0	[0.00,0.00]	1	1		1	1	
community_5	3	response_to_cAMP	13	1	0.0313757	51.1667	[4.34,603.05]	0.0310735	1		0.999699	1	
community_5	3	regulation_of_synapse_assembly	10	0	0.0241352	0	[0.00,0.00]	1	1		1	1	
community_5	3	calcium_ion_homeostasis	49	0	0.118262	0	[0.00,0.00]	1	1		1	1	
community_5	3	synapse_maturation	4	0	0.00965406	0	[0.00,0.00]	1	1		1	1	
community_5	3	regulation_of_postsynaptic_membrane_pote...	19	0	0.0458568	0	[0.00,0.00]	1	1		1	1	
community_5	3	neuroepithelial_cell_differentiation	4	0	0.00965406	0	[0.00,0.00]	1	1		1	1	
community_5	3	protein_kinase_C_signaling	3	0	0.00724055	0	[0.00,0.00]	1	1		1	1	
community_5	3	cell_communication_involved_in_cardiac_c...	10	0	0.0241352	0	[0.00,0.00]	1	1		1	1	
community_5	3	regulation_of_synaptic_vesicle_cycle	16	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_5	3	neurotransmitter_receptor_transport_to_p...	6	0	0.0144811	0	[0.00,0.00]	1	1		1	1	
community_5	3	axonal_transport	10	0	0.0241352	0	[0.00,0.00]	1	1		1	1	
community_5	3	vesicle-mediated_transport_in_synapse	42	0	0.101368	0	[0.00,0.00]	1	1		1	1	
community_5	3	presynapse_assembly	3	0	0.00724055	0	[0.00,0.00]	1	1		1	1	
community_5	3	regulation_of_postsynaptic_membrane_neur...	6	0	0.0144811	0	[0.00,0.00]	1	1		1	1	
community_5	3	synaptic_vesicle_cycle	38	0	0.0917136	0	[0.00,0.00]	1	1		1	1	
community_5	3	presynaptic_process_involved_in_chemical...	37	0	0.0893001	0	[0.00,0.00]	1	1		1	1	
community_5	3	synaptic_signaling	124	0	0.299276	0	[0.00,0.00]	1	1		1	1	
community_5	3	trans-synaptic_signaling	124	0	0.299276	0	[0.00,0.00]	1	1		1	1	
community_5	3	chemical_synaptic_transmission,_postsyna...	20	0	0.0482703	0	[0.00,0.00]	1	1		1	1	
community_5	3	regulation_of_neurotransmitter_receptor_...	6	0	0.0144811	0	[0.00,0.00]	1	1		1	1	
community_5	3	neurotransmitter_receptor_transport	7	0	0.0168946	0	[0.00,0.00]	1	1		1	1	
community_5	3	signal_release_from_synapse	36	0	0.0868866	0	[0.00,0.00]	1	1		1	1	
community_5	3	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.0289622	0	[0.00,0.00]	1	1		1	1	
community_6	17	MAPK_cascade	122	3	1.66854	1.9934	[0.56,7.04]	0.228792	1		0.923135	1	
community_6	17	neurotransmitter_uptake	8	0	0.109413	0	[0.00,0.00]	1	1		1	1	
community_6	17	activation_of_innate_immune_response	43	0	0.588093	0	[0.00,0.00]	1	1		1	1	
community_6	17	toll-like_receptor_signaling_pathway	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_6	17	Fc_receptor_mediated_stimulatory_signali...	25	0	0.341915	0	[0.00,0.00]	1	1		1	1	
community_6	17	immune_response-activating_signal_transd...	72	1	0.984714	1.01673	[0.13,7.78]	1	1		0.381688	1	
community_6	17	innate_immune_response-activating_signal...	42	0	0.574417	0	[0.00,0.00]	1	1		1	1	
community_6	17	dopamine_receptor_signaling_pathway	14	1	0.191472	5.83173	[0.72,47.29]	0.176191	1		0.985447	1	
community_6	17	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.109413	0	[0.00,0.00]	1	1		1	1	
community_6	17	chemical_synaptic_transmission	124	0	1.6959	0	[0.00,0.00]	1	1		1	1	
community_6	17	neurotransmitter_secretion	36	0	0.492357	0	[0.00,0.00]	1	1		1	1	
community_6	17	axon_guidance	40	1	0.547064	1.90224	[0.25,14.71]	0.428637	1		0.898681	1	
community_6	17	synapse_assembly	16	0	0.218825	0	[0.00,0.00]	1	1		1	1	
community_6	17	axo-dendritic_transport	11	0	0.150442	0	[0.00,0.00]	1	1		1	1	
community_6	17	anterograde_axonal_transport	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_6	17	hormone-mediated_signaling_pathway	14	1	0.191472	5.83173	[0.72,47.29]	0.176191	1		0.985447	1	
community_6	17	regulation_of_cardiac_muscle_hypertrophy	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_6	17	protein_kinase_A_signaling	5	2	0.0683829	54.3556	[8.46,349.26]	0.00171965	1		0.999979	1	
community_6	17	synaptic_vesicle_exocytosis	26	0	0.355591	0	[0.00,0.00]	1	1		1	1	
community_6	17	synaptic_vesicle_priming	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_6	17	calcium-mediated_signaling	30	0	0.410298	0	[0.00,0.00]	1	1		1	1	
community_6	17	cAMP-mediated_signaling	9	1	0.123089	9.51562	[1.12,80.60]	0.116922	1		0.994006	1	
community_6	17	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0957361	0	[0.00,0.00]	1	1		1	1	
community_6	17	TOR_signaling	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_6	17	myelin_assembly	5	0	0.0683829	0	[0.00,0.00]	1	1		1	1	
community_6	17	ionotropic_glutamate_receptor_signaling_...	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_6	17	dopamine_metabolic_process	7	0	0.0957361	0	[0.00,0.00]	1	1		1	1	
community_6	17	myelination	23	0	0.314562	0	[0.00,0.00]	1	1		1	1	
community_6	17	protein_kinase_B_signaling	20	1	0.273532	3.97039	[0.50,31.48]	0.242371	1		0.971045	1	
community_6	17	cAMP_metabolic_process	14	0	0.191472	0	[0.00,0.00]	1	1		1	1	
community_6	17	synaptic_vesicle_endocytosis	14	0	0.191472	0	[0.00,0.00]	1	1		1	1	
community_6	17	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0547064	0	[0.00,0.00]	1	1		1	1	
community_6	17	axon_extension_involved_in_axon_guidance	1	0	0.0136766	0	[0.00,0.00]	1	1		1	1	
community_6	17	modulation_of_chemical_synaptic_transmis...	75	0	1.02574	0	[0.00,0.00]	1	1		1	1	
community_6	17	regulation_of_synapse_organization	17	0	0.232502	0	[0.00,0.00]	1	1		1	1	
community_6	17	synapse_organization	42	0	0.574417	0	[0.00,0.00]	1	1		1	1	
community_6	17	T_cell_receptor_signaling_pathway	37	1	0.506034	2.06597	[0.27,16.01]	0.403756	1		0.911401	1	
community_6	17	B_cell_receptor_signaling_pathway	4	0	0.0547064	0	[0.00,0.00]	1	1		1	1	
community_6	17	stress-activated_MAPK_cascade	37	1	0.506034	2.06597	[0.27,16.01]	0.403756	1		0.911401	1	
community_6	17	response_to_cAMP	13	1	0.177796	6.32292	[0.78,51.57]	0.164645	1		0.987425	1	
community_6	17	regulation_of_synapse_assembly	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_6	17	calcium_ion_homeostasis	49	2	0.670153	3.34468	[0.74,15.05]	0.142245	1		0.973477	1	
community_6	17	synapse_maturation	4	0	0.0547064	0	[0.00,0.00]	1	1		1	1	
community_6	17	regulation_of_postsynaptic_membrane_pote...	19	0	0.259855	0	[0.00,0.00]	1	1		1	1	
community_6	17	neuroepithelial_cell_differentiation	4	1	0.0547064	25.4792	[2.51,258.32]	0.0536577	1		0.99896	1	
community_6	17	protein_kinase_C_signaling	3	0	0.0410298	0	[0.00,0.00]	1	1		1	1	
community_6	17	cell_communication_involved_in_cardiac_c...	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_6	17	regulation_of_synaptic_vesicle_cycle	16	0	0.218825	0	[0.00,0.00]	1	1		1	1	
community_6	17	neurotransmitter_receptor_transport_to_p...	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_6	17	axonal_transport	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_6	17	vesicle-mediated_transport_in_synapse	42	0	0.574417	0	[0.00,0.00]	1	1		1	1	
community_6	17	presynapse_assembly	3	0	0.0410298	0	[0.00,0.00]	1	1		1	1	
community_6	17	regulation_of_postsynaptic_membrane_neur...	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_6	17	synaptic_vesicle_cycle	38	0	0.51971	0	[0.00,0.00]	1	1		1	1	
community_6	17	presynaptic_process_involved_in_chemical...	37	0	0.506034	0	[0.00,0.00]	1	1		1	1	
community_6	17	synaptic_signaling	124	0	1.6959	0	[0.00,0.00]	1	1		1	1	
community_6	17	trans-synaptic_signaling	124	0	1.6959	0	[0.00,0.00]	1	1		1	1	
community_6	17	chemical_synaptic_transmission,_postsyna...	20	0	0.273532	0	[0.00,0.00]	1	1		1	1	
community_6	17	regulation_of_neurotransmitter_receptor_...	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_6	17	neurotransmitter_receptor_transport	7	0	0.0957361	0	[0.00,0.00]	1	1		1	1	
community_6	17	signal_release_from_synapse	36	0	0.492357	0	[0.00,0.00]	1	1		1	1	
community_6	17	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.164119	0	[0.00,0.00]	1	1		1	1	
community_7	22	MAPK_cascade	122	5	2.15929	2.77526	[1.01,7.66]	0.056491	1		0.984194	1	
community_7	22	neurotransmitter_uptake	8	0	0.141593	0	[0.00,0.00]	1	1		1	1	
community_7	22	activation_of_innate_immune_response	43	0	0.761062	0	[0.00,0.00]	1	1		1	1	
community_7	22	toll-like_receptor_signaling_pathway	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_7	22	Fc_receptor_mediated_stimulatory_signali...	25	0	0.442478	0	[0.00,0.00]	1	1		1	1	
community_7	22	immune_response-activating_signal_transd...	72	0	1.27434	0	[0.00,0.00]	1	1		1	1	
community_7	22	innate_immune_response-activating_signal...	42	0	0.743363	0	[0.00,0.00]	1	1		1	1	
community_7	22	dopamine_receptor_signaling_pathway	14	0	0.247788	0	[0.00,0.00]	1	1		1	1	
community_7	22	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.141593	0	[0.00,0.00]	1	1		1	1	
community_7	22	chemical_synaptic_transmission	124	9	2.19469	6.65819	[2.79,15.91]	0.000119405	0.295956		0.999984	1	
community_7	22	neurotransmitter_secretion	36	2	0.637168	3.49118	[0.78,15.54]	0.131238	1		0.97646	1	
community_7	22	axon_guidance	40	0	0.707965	0	[0.00,0.00]	1	1		1	1	
community_7	22	synapse_assembly	16	1	0.283186	3.82857	[0.48,30.33]	0.249845	1		0.969105	1	
community_7	22	axo-dendritic_transport	11	0	0.19469	0	[0.00,0.00]	1	1		1	1	
community_7	22	anterograde_axonal_transport	6	0	0.106195	0	[0.00,0.00]	1	1		1	1	
community_7	22	hormone-mediated_signaling_pathway	14	0	0.247788	0	[0.00,0.00]	1	1		1	1	
community_7	22	regulation_of_cardiac_muscle_hypertrophy	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_7	22	protein_kinase_A_signaling	5	0	0.0884956	0	[0.00,0.00]	1	1		1	1	
community_7	22	synaptic_vesicle_exocytosis	26	2	0.460177	4.9875	[1.10,22.55]	0.0752287	1		0.990383	1	
community_7	22	synaptic_vesicle_priming	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_7	22	calcium-mediated_signaling	30	4	0.530973	10.2137	[3.23,32.29]	0.00149346	1		0.999885	1	
community_7	22	cAMP-mediated_signaling	9	0	0.159292	0	[0.00,0.00]	1	1		1	1	
community_7	22	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.123894	0	[0.00,0.00]	1	1		1	1	
community_7	22	TOR_signaling	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_7	22	myelin_assembly	5	0	0.0884956	0	[0.00,0.00]	1	1		1	1	
community_7	22	ionotropic_glutamate_receptor_signaling_...	6	3	0.106195	64.1053	[12.15,338.25]	9.31709e-05	0.295956		0.999999	1	
community_7	22	dopamine_metabolic_process	7	1	0.123894	9.64286	[1.11,83.66]	0.117776	1		0.994045	1	
community_7	22	myelination	23	1	0.40708	2.59524	[0.33,20.16]	0.339288	1		0.939544	1	
community_7	22	protein_kinase_B_signaling	20	1	0.353982	3.01253	[0.39,23.56]	0.302279	1		0.953126	1	
community_7	22	cAMP_metabolic_process	14	0	0.247788	0	[0.00,0.00]	1	1		1	1	
community_7	22	synaptic_vesicle_endocytosis	14	1	0.247788	4.42491	[0.55,35.39]	0.222239	1		0.976065	1	
community_7	22	calcium_ion-regulated_exocytosis_of_neur...	4	1	0.0707965	19.3333	[1.93,193.60]	0.0690201	1		0.998243	1	
community_7	22	axon_extension_involved_in_axon_guidance	1	0	0.0176991	0	[0.00,0.00]	1	1		1	1	
community_7	22	modulation_of_chemical_synaptic_transmis...	75	4	1.32743	3.59937	[1.19,10.92]	0.0390177	1		0.991798	1	
community_7	22	regulation_of_synapse_organization	17	1	0.300885	3.58631	[0.45,28.30]	0.263296	1		0.965358	1	
community_7	22	synapse_organization	42	2	0.743363	2.9525	[0.67,13.07]	0.168449	1		0.96467	1	
community_7	22	T_cell_receptor_signaling_pathway	37	0	0.654867	0	[0.00,0.00]	1	1		1	1	
community_7	22	B_cell_receptor_signaling_pathway	4	0	0.0707965	0	[0.00,0.00]	1	1		1	1	
community_7	22	stress-activated_MAPK_cascade	37	1	0.654867	1.56746	[0.21,11.97]	0.488589	1		0.86271	1	
community_7	22	response_to_cAMP	13	0	0.230088	0	[0.00,0.00]	1	1		1	1	
community_7	22	regulation_of_synapse_assembly	10	1	0.176991	6.4127	[0.78,52.92]	0.164088	1		0.987645	1	
community_7	22	calcium_ion_homeostasis	49	5	0.867257	7.86765	[2.78,22.29]	0.00122912	1		0.999873	1	
community_7	22	synapse_maturation	4	0	0.0707965	0	[0.00,0.00]	1	1		1	1	
community_7	22	regulation_of_postsynaptic_membrane_pote...	19	3	0.336283	11.8914	[3.20,44.24]	0.00388513	1		0.99976	1	
community_7	22	neuroepithelial_cell_differentiation	4	1	0.0707965	19.3333	[1.93,193.60]	0.0690201	1		0.998243	1	
community_7	22	protein_kinase_C_signaling	3	0	0.0530973	0	[0.00,0.00]	1	1		1	1	
community_7	22	cell_communication_involved_in_cardiac_c...	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_7	22	regulation_of_synaptic_vesicle_cycle	16	1	0.283186	3.82857	[0.48,30.33]	0.249845	1		0.969105	1	
community_7	22	neurotransmitter_receptor_transport_to_p...	6	1	0.106195	11.581	[1.30,103.48]	0.101801	1		0.995701	1	
community_7	22	axonal_transport	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_7	22	vesicle-mediated_transport_in_synapse	42	2	0.743363	2.9525	[0.67,13.07]	0.168449	1		0.96467	1	
community_7	22	presynapse_assembly	3	0	0.0530973	0	[0.00,0.00]	1	1		1	1	
community_7	22	regulation_of_postsynaptic_membrane_neur...	6	1	0.106195	11.581	[1.30,103.48]	0.101801	1		0.995701	1	
community_7	22	synaptic_vesicle_cycle	38	2	0.672566	3.29167	[0.74,14.62]	0.143407	1		0.972819	1	
community_7	22	presynaptic_process_involved_in_chemical...	37	2	0.654867	3.38857	[0.76,15.06]	0.13729	1		0.974675	1	
community_7	22	synaptic_signaling	124	9	2.19469	6.65819	[2.79,15.91]	0.000119405	0.295956		0.999984	1	
community_7	22	trans-synaptic_signaling	124	9	2.19469	6.65819	[2.79,15.91]	0.000119405	0.295956		0.999984	1	
community_7	22	chemical_synaptic_transmission,_postsyna...	20	3	0.353982	11.1827	[3.02,41.38]	0.00451834	1		0.999703	1	
community_7	22	regulation_of_neurotransmitter_receptor_...	6	0	0.106195	0	[0.00,0.00]	1	1		1	1	
community_7	22	neurotransmitter_receptor_transport	7	1	0.123894	9.64286	[1.11,83.66]	0.117776	1		0.994045	1	
community_7	22	signal_release_from_synapse	36	2	0.637168	3.49118	[0.78,15.54]	0.131238	1		0.97646	1	
community_7	22	regulation_of_synaptic_vesicle_exocytosi...	12	1	0.212389	5.2381	[0.65,42.44]	0.193663	1		0.982264	1	
community_8	16	MAPK_cascade	122	0	1.57039	0	[0.00,0.00]	1	1		1	1	
community_8	16	neurotransmitter_uptake	8	0	0.102977	0	[0.00,0.00]	1	1		1	1	
community_8	16	activation_of_innate_immune_response	43	1	0.5535	1.88095	[0.24,14.58]	0.432656	1		0.896739	1	
community_8	16	toll-like_receptor_signaling_pathway	10	1	0.128721	9.02222	[1.07,75.76]	0.121932	1		0.993414	1	
community_8	16	Fc_receptor_mediated_stimulatory_signali...	25	0	0.321802	0	[0.00,0.00]	1	1		1	1	
community_8	16	immune_response-activating_signal_transd...	72	1	0.92679	1.08545	[0.14,8.33]	0.617376	1		0.763924	1	
community_8	16	innate_immune_response-activating_signal...	42	1	0.540628	1.92846	[0.25,14.95]	0.424995	1		0.900808	1	
community_8	16	dopamine_receptor_signaling_pathway	14	0	0.180209	0	[0.00,0.00]	1	1		1	1	
community_8	16	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.102977	0	[0.00,0.00]	1	1		1	1	
community_8	16	chemical_synaptic_transmission	124	1	1.59614	0.598374	[0.08,4.57]	1	1		0.330848	1	
community_8	16	neurotransmitter_secretion	36	0	0.463395	0	[0.00,0.00]	1	1		1	1	
community_8	16	axon_guidance	40	3	0.514883	7.42204	[2.03,27.16]	0.0129321	1		0.998732	1	
community_8	16	synapse_assembly	16	0	0.205953	0	[0.00,0.00]	1	1		1	1	
community_8	16	axo-dendritic_transport	11	0	0.141593	0	[0.00,0.00]	1	1		1	1	
community_8	16	anterograde_axonal_transport	6	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_8	16	hormone-mediated_signaling_pathway	14	0	0.180209	0	[0.00,0.00]	1	1		1	1	
community_8	16	regulation_of_cardiac_muscle_hypertrophy	10	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_8	16	protein_kinase_A_signaling	5	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_8	16	synaptic_vesicle_exocytosis	26	0	0.334674	0	[0.00,0.00]	1	1		1	1	
community_8	16	synaptic_vesicle_priming	10	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_8	16	calcium-mediated_signaling	30	0	0.386163	0	[0.00,0.00]	1	1		1	1	
community_8	16	cAMP-mediated_signaling	9	0	0.115849	0	[0.00,0.00]	1	1		1	1	
community_8	16	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_8	16	TOR_signaling	10	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_8	16	myelin_assembly	5	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_8	16	ionotropic_glutamate_receptor_signaling_...	6	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_8	16	dopamine_metabolic_process	7	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_8	16	myelination	23	0	0.296058	0	[0.00,0.00]	1	1		1	1	
community_8	16	protein_kinase_B_signaling	20	0	0.257442	0	[0.00,0.00]	1	1		1	1	
community_8	16	cAMP_metabolic_process	14	0	0.180209	0	[0.00,0.00]	1	1		1	1	
community_8	16	synaptic_vesicle_endocytosis	14	0	0.180209	0	[0.00,0.00]	1	1		1	1	
community_8	16	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0514883	0	[0.00,0.00]	1	1		1	1	
community_8	16	axon_extension_involved_in_axon_guidance	1	0	0.0128721	0	[0.00,0.00]	1	1		1	1	
community_8	16	modulation_of_chemical_synaptic_transmis...	75	1	0.965406	1.03874	[0.14,7.97]	1	1		0.382106	1	
community_8	16	regulation_of_synapse_organization	17	0	0.218825	0	[0.00,0.00]	1	1		1	1	
community_8	16	synapse_organization	42	0	0.540628	0	[0.00,0.00]	1	1		1	1	
community_8	16	T_cell_receptor_signaling_pathway	37	0	0.476267	0	[0.00,0.00]	1	1		1	1	
community_8	16	B_cell_receptor_signaling_pathway	4	0	0.0514883	0	[0.00,0.00]	1	1		1	1	
community_8	16	stress-activated_MAPK_cascade	37	0	0.476267	0	[0.00,0.00]	1	1		1	1	
community_8	16	response_to_cAMP	13	0	0.167337	0	[0.00,0.00]	1	1		1	1	
community_8	16	regulation_of_synapse_assembly	10	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_8	16	calcium_ion_homeostasis	49	0	0.630732	0	[0.00,0.00]	1	1		1	1	
community_8	16	synapse_maturation	4	0	0.0514883	0	[0.00,0.00]	1	1		1	1	
community_8	16	regulation_of_postsynaptic_membrane_pote...	19	0	0.24457	0	[0.00,0.00]	1	1		1	1	
community_8	16	neuroepithelial_cell_differentiation	4	0	0.0514883	0	[0.00,0.00]	1	1		1	1	
community_8	16	protein_kinase_C_signaling	3	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_8	16	cell_communication_involved_in_cardiac_c...	10	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_8	16	regulation_of_synaptic_vesicle_cycle	16	0	0.205953	0	[0.00,0.00]	1	1		1	1	
community_8	16	neurotransmitter_receptor_transport_to_p...	6	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_8	16	axonal_transport	10	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_8	16	vesicle-mediated_transport_in_synapse	42	0	0.540628	0	[0.00,0.00]	1	1		1	1	
community_8	16	presynapse_assembly	3	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_8	16	regulation_of_postsynaptic_membrane_neur...	6	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_8	16	synaptic_vesicle_cycle	38	0	0.489139	0	[0.00,0.00]	1	1		1	1	
community_8	16	presynaptic_process_involved_in_chemical...	37	0	0.476267	0	[0.00,0.00]	1	1		1	1	
community_8	16	synaptic_signaling	124	1	1.59614	0.598374	[0.08,4.57]	1	1		0.330848	1	
community_8	16	trans-synaptic_signaling	124	1	1.59614	0.598374	[0.08,4.57]	1	1		0.330848	1	
community_8	16	chemical_synaptic_transmission,_postsyna...	20	0	0.257442	0	[0.00,0.00]	1	1		1	1	
community_8	16	regulation_of_neurotransmitter_receptor_...	6	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_8	16	neurotransmitter_receptor_transport	7	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_8	16	signal_release_from_synapse	36	0	0.463395	0	[0.00,0.00]	1	1		1	1	
community_8	16	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.154465	0	[0.00,0.00]	1	1		1	1	
community_9	7	MAPK_cascade	122	1	0.687047	1.53581	[0.18,12.86]	0.515672	1		0.855285	1	
community_9	7	neurotransmitter_uptake	8	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_9	7	activation_of_innate_immune_response	43	0	0.242156	0	[0.00,0.00]	1	1		1	1	
community_9	7	toll-like_receptor_signaling_pathway	10	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_9	7	Fc_receptor_mediated_stimulatory_signali...	25	1	0.140788	8.41667	[0.98,72.64]	0.132874	1		0.992329	1	
community_9	7	immune_response-activating_signal_transd...	72	1	0.405471	2.73474	[0.32,23.03]	0.342119	1		0.942493	1	
community_9	7	innate_immune_response-activating_signal...	42	0	0.236525	0	[0.00,0.00]	1	1		1	1	
community_9	7	dopamine_receptor_signaling_pathway	14	0	0.0788415	0	[0.00,0.00]	1	1		1	1	
community_9	7	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_9	7	chemical_synaptic_transmission	124	1	0.698311	1.50813	[0.18,12.63]	0.521704	1		0.851307	1	
community_9	7	neurotransmitter_secretion	36	0	0.202735	0	[0.00,0.00]	1	1		1	1	
community_9	7	axon_guidance	40	1	0.225261	5.11538	[0.60,43.52]	0.205092	1		0.980851	1	
community_9	7	synapse_assembly	16	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_9	7	axo-dendritic_transport	11	0	0.0619469	0	[0.00,0.00]	1	1		1	1	
community_9	7	anterograde_axonal_transport	6	0	0.0337892	0	[0.00,0.00]	1	1		1	1	
community_9	7	hormone-mediated_signaling_pathway	14	0	0.0788415	0	[0.00,0.00]	1	1		1	1	
community_9	7	regulation_of_cardiac_muscle_hypertrophy	10	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
